"","year","state","nmfs_name","total_pounds","total_dollars","region"
"2417",2013,"MARYLAND","SHARK, DOGFISH, SMOOTH",135525,80371,"Middle Atlantic"
"2418",2013,"MARYLAND","SHARK, DOGFISH, SPINY",1210620,216987,"Middle Atlantic"
"2419",2013,"MARYLAND","SHARK, MAKO, SHORTFIN",5810,9270,"Middle Atlantic"
"2420",2013,"MARYLAND","SHARK, THRESHER",2807,1404,"Middle Atlantic"
"2421",2013,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",6216751,977949,"New England"
"2422",2013,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",35742,45310,"New England"
"2423",2013,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",515448,95881,"New England"
"2424",2013,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",831318,430242,"Middle Atlantic"
"2425",2013,"NEW JERSEY","SHARK, DOGFISH, SPINY",1751575,297606,"Middle Atlantic"
"2426",2013,"NEW JERSEY","SHARK, MAKO, SHORTFIN",38906,50643,"Middle Atlantic"
"2427",2013,"NEW JERSEY","SHARK, THRESHER",10491,7993,"Middle Atlantic"
"2428",2013,"NEW YORK","SHARK, DOGFISH, SMOOTH",218236,117250,"Great Lakes"
"2429",2013,"NEW YORK","SHARK, DOGFISH, SPINY",79761,23155,"Great Lakes"
"2430",2013,"NEW YORK","SHARK, MAKO, SHORTFIN",8652,11981,"Great Lakes"
"2431",2013,"NORTH CAROLINA","SHARK, BLACKNOSE",7054,2672,"South Atlantic"
"2432",2013,"NORTH CAROLINA","SHARK, BLACKTIP",106516,40063,"South Atlantic"
"2433",2013,"NORTH CAROLINA","SHARK, BLUE",18092,1900,"South Atlantic"
"2434",2013,"NORTH CAROLINA","SHARK, BULL",9164,3116,"South Atlantic"
"2435",2013,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",783053,345602,"South Atlantic"
"2436",2013,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",3010958,301096,"South Atlantic"
"2437",2013,"NORTH CAROLINA","SHARK, FINETOOTH",9570,3578,"South Atlantic"
"2438",2013,"NORTH CAROLINA","SHARK, HAMMERHEAD, GREAT",6758,2032,"South Atlantic"
"2439",2013,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",130536,125355,"South Atlantic"
"2440",2013,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",122546,36401,"South Atlantic"
"2441",2013,"NORTH CAROLINA","SHARK, SPINNER",12410,5233,"South Atlantic"
"2442",2013,"NORTH CAROLINA","SHARK, THRESHER",72244,33030,"South Atlantic"
"2443",2013,"NORTH CAROLINA","SHARK, TIGER",5042,1462,"South Atlantic"
"2444",2013,"OREGON","SHARK, BLUE",206,14,"Pacific Coast"
"2445",2013,"OREGON","SHARK, BROWN CAT",2816,0,"Pacific Coast"
"2446",2013,"OREGON","SHARK, DOGFISH, SPINY",65957,602,"Pacific Coast"
"2447",2013,"PROCESS AT SEA","SHARK, DOGFISH, SPINY",37345,0,"PROCESS AT SEA"
"2448",2013,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",40050,14562,"New England"
"2449",2013,"RHODE ISLAND","SHARK, DOGFISH, SPINY",1000503,161301,"New England"
"2450",2013,"SOUTH CAROLINA","SHARK, BLACKTIP",20831,27071,"South Atlantic"
"2451",2013,"SOUTH CAROLINA","SHARK, BULL",3440,3612,"South Atlantic"
"2452",2013,"SOUTH CAROLINA","SHARK, FINETOOTH",652,497,"South Atlantic"
"2453",2013,"SOUTH CAROLINA","SHARK, LEMON",1662,1505,"South Atlantic"
"2454",2013,"SOUTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",8646,10987,"South Atlantic"
"2455",2013,"VIRGINIA","SHARK, BLACKTIP",26929,14801,"Middle Atlantic"
"2456",2013,"VIRGINIA","SHARK, DOGFISH, SMOOTH",66939,41229,"Middle Atlantic"
"2457",2013,"VIRGINIA","SHARK, DOGFISH, SPINY",2159196,354649,"Middle Atlantic"
"2458",2013,"VIRGINIA","SHARK, MAKO, SHORTFIN",10298,16830,"Middle Atlantic"
"2459",2013,"VIRGINIA","SHARK, THRESHER",1269,684,"Middle Atlantic"
"2460",2013,"WASHINGTON","SHARK, DOGFISH, SPINY",284967,75947,"Pacific Coast"
"2461",2014,"ALABAMA","SHARK, BLACKTIP",5077,3655,"Gulf"
"2462",2014,"ALABAMA","SHARK, BONNETHEAD",8292,8126,"Gulf"
"2463",2014,"ALABAMA","SHARK, BULL",17151,8576,"Gulf"
"2464",2014,"ALABAMA","SHARK, FINETOOTH",63952,63952,"Gulf"
"2465",2014,"ALABAMA","SHARK, HAMMERHEAD, SCALLOPED",907,454,"Gulf"
"2466",2014,"ALABAMA","SHARK, SHARPNOSE, ATLANTIC",89257,27670,"Gulf"
"2467",2014,"ALABAMA","SHARK, SPINNER",3781,2155,"Gulf"
"2468",2014,"CALIFORNIA","SHARK, DOGFISH, SPINY",95873,32814,"Pacific Coast"
"2469",2014,"CALIFORNIA","SHARK, LEOPARD",5891,6928,"Pacific Coast"
"2470",2014,"CALIFORNIA","SHARK, MAKO, SHORTFIN",54397,48763,"Pacific Coast"
"2471",2014,"CALIFORNIA","SHARK, PACIFIC ANGEL",17822,12958,"Pacific Coast"
"2472",2014,"CALIFORNIA","SHARK, THRESHER",87976,69366,"Pacific Coast"
"2473",2014,"CALIFORNIA","SHARK, TOPE",4504,3689,"Pacific Coast"
"2474",2014,"CONNECTICUT","SHARK, DOGFISH, SMOOTH",8751,5321,"New England"
"2475",2014,"CONNECTICUT","SHARK, DOGFISH, SPINY",22046,5108,"New England"
"2476",2014,"CONNECTICUT","SHARK, MAKO, LONGFIN",420,1701,"New England"
"2477",2014,"FLORIDA-EAST","SHARK, BLACKNOSE",35735,27873,"South Atlantic"
"2478",2014,"FLORIDA-EAST","SHARK, BLACKTIP",168142,137876,"South Atlantic"
"2479",2014,"FLORIDA-EAST","SHARK, BONNETHEAD",12381,8667,"South Atlantic"
"2480",2014,"FLORIDA-EAST","SHARK, BULL",23587,16039,"South Atlantic"
"2481",2014,"FLORIDA-EAST","SHARK, HAMMERHEAD, GREAT",6112,795,"South Atlantic"
"2482",2014,"FLORIDA-EAST","SHARK, HAMMERHEAD, SCALLOPED",17763,11368,"South Atlantic"
"2483",2014,"FLORIDA-EAST","SHARK, LEMON",10879,8703,"South Atlantic"
"2484",2014,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",12756,25002,"South Atlantic"
"2485",2014,"FLORIDA-EAST","SHARK, SANDBAR",44866,28714,"South Atlantic"
"2486",2014,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",99464,69625,"South Atlantic"
"2487",2014,"FLORIDA-EAST","SHARK, SILKY",55,45,"South Atlantic"
"2488",2014,"FLORIDA-EAST","SHARK, SPINNER",3016,1870,"South Atlantic"
"2489",2014,"FLORIDA-EAST","SHARK, TIGER",15551,11041,"South Atlantic"
"2490",2014,"FLORIDA-WEST","SHARK, BLACKNOSE",1735,1475,"South Atlantic"
"2491",2014,"FLORIDA-WEST","SHARK, BLACKTIP",13846,9831,"South Atlantic"
"2492",2014,"FLORIDA-WEST","SHARK, BULL",14065,9283,"South Atlantic"
"2493",2014,"FLORIDA-WEST","SHARK, FINETOOTH",71,89,"South Atlantic"
"2494",2014,"FLORIDA-WEST","SHARK, HAMMERHEAD, GREAT",15698,12558,"South Atlantic"
"2495",2014,"FLORIDA-WEST","SHARK, HAMMERHEAD, SCALLOPED",4432,3413,"South Atlantic"
"2496",2014,"FLORIDA-WEST","SHARK, LEMON",4730,3075,"South Atlantic"
"2497",2014,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",3088,4879,"South Atlantic"
"2498",2014,"FLORIDA-WEST","SHARK, SANDBAR",39851,23114,"South Atlantic"
"2499",2014,"FLORIDA-WEST","SHARK, SHARPNOSE, ATLANTIC",417,375,"South Atlantic"
"2500",2014,"FLORIDA-WEST","SHARK, SPINNER",6663,5397,"South Atlantic"
"2501",2014,"FLORIDA-WEST","SHARK, TIGER",13761,10871,"South Atlantic"
"2502",2014,"GEORGIA","SHARK, BLACKTIP",20,8,"South Atlantic"
"2503",2014,"HAWAII","SHARK, MAKO, SHORTFIN",90966,106806,"Hawaii"
"2504",2014,"LOUISIANA","SHARK, BLACKTIP",425956,200199,"Gulf"
"2505",2014,"LOUISIANA","SHARK, BULL",228966,112193,"Gulf"
"2506",2014,"LOUISIANA","SHARK, HAMMERHEAD, GREAT",14227,5264,"Gulf"
"2507",2014,"LOUISIANA","SHARK, MAKO, SHORTFIN",4027,4067,"Gulf"
"2508",2014,"LOUISIANA","SHARK, SPINNER",51163,25070,"Gulf"
"2509",2014,"LOUISIANA","SHARK, TIGER",606,242,"Gulf"
"2510",2014,"MAINE","SHARK, DOGFISH, SPINY",214763,35200,"New England"
"2511",2014,"MAINE","SHARK, MAKO, SHORTFIN",837,896,"New England"
"2512",2014,"MAINE","SHARK, PORBEAGLE",2087,1106,"New England"
"2513",2014,"MARYLAND","SHARK, BLACKTIP",531,372,"Middle Atlantic"
"2514",2014,"MARYLAND","SHARK, DOGFISH, SMOOTH",176869,84165,"Middle Atlantic"
"2515",2014,"MARYLAND","SHARK, DOGFISH, SPINY",1062355,165084,"Middle Atlantic"
"2516",2014,"MARYLAND","SHARK, MAKO, SHORTFIN",8282,20539,"Middle Atlantic"
"2517",2014,"MARYLAND","SHARK, SPINNER",1698,1240,"Middle Atlantic"
"2518",2014,"MARYLAND","SHARK, THRESHER",7851,5182,"Middle Atlantic"
"2519",2014,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",9439058,2027689,"New England"
"2520",2014,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",26246,51967,"New England"
"2521",2014,"MASSACHUSETTS","SHARK, PORBEAGLE",4327,2466,"New England"
"2522",2014,"NEW JERSEY","SHARK, BLACKTIP",2389,1792,"Middle Atlantic"
"2523",2014,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",735745,355781,"Middle Atlantic"
"2524",2014,"NEW JERSEY","SHARK, DOGFISH, SPINY",2202747,351633,"Middle Atlantic"
"2525",2014,"NEW JERSEY","SHARK, FINETOOTH",6002,4922,"Middle Atlantic"
"2526",2014,"NEW JERSEY","SHARK, HAMMERHEAD, GREAT",1160,1230,"Middle Atlantic"
"2527",2014,"NEW JERSEY","SHARK, MAKO, SHORTFIN",16276,31413,"Middle Atlantic"
"2528",2014,"NEW JERSEY","SHARK, THRESHER",15239,15696,"Middle Atlantic"
"2529",2014,"NEW YORK","SHARK, DOGFISH, SMOOTH",205732,113037,"Great Lakes"
"2530",2014,"NEW YORK","SHARK, DOGFISH, SPINY",59645,16498,"Great Lakes"
"2531",2014,"NEW YORK","SHARK, MAKO, SHORTFIN",6877,14029,"Great Lakes"
"2532",2014,"NEW YORK","SHARK, THRESHER",855,1214,"Great Lakes"
"2533",2014,"NORTH CAROLINA","SHARK, BLACKNOSE",1839,938,"South Atlantic"
"2534",2014,"NORTH CAROLINA","SHARK, BLACKTIP",91211,58375,"South Atlantic"
"2535",2014,"NORTH CAROLINA","SHARK, BLUE",16542,1654,"South Atlantic"
"2536",2014,"NORTH CAROLINA","SHARK, BONNETHEAD",662,318,"South Atlantic"
"2537",2014,"NORTH CAROLINA","SHARK, BULL",6199,2542,"South Atlantic"
"2538",2014,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",498904,212998,"South Atlantic"
"2539",2014,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",5650285,567403,"South Atlantic"
"2540",2014,"NORTH CAROLINA","SHARK, FINETOOTH",4380,2278,"South Atlantic"
"2541",2014,"NORTH CAROLINA","SHARK, HAMMERHEAD, GREAT",6116,2446,"South Atlantic"
"2542",2014,"NORTH CAROLINA","SHARK, HAMMERHEAD, SCALLOPED",6518,2803,"South Atlantic"
"2543",2014,"NORTH CAROLINA","SHARK, HAMMERHEAD, SMOOTH",389,175,"South Atlantic"
"2544",2014,"NORTH CAROLINA","SHARK, LEMON",479,254,"South Atlantic"
"2545",2014,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",104222,208444,"South Atlantic"
"2546",2014,"NORTH CAROLINA","SHARK, SANDBAR",35612,27065,"South Atlantic"
"2547",2014,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",87745,53524,"South Atlantic"
"2548",2014,"NORTH CAROLINA","SHARK, SPINNER",20871,12731,"South Atlantic"
"2549",2014,"NORTH CAROLINA","SHARK, THRESHER",88049,57232,"South Atlantic"
"2550",2014,"NORTH CAROLINA","SHARK, TIGER",11033,5186,"South Atlantic"
"2551",2014,"OREGON","SHARK, BROWN CAT",3083,0,"Pacific Coast"
"2552",2014,"OREGON","SHARK, DOGFISH, SPINY",83154,136,"Pacific Coast"
"2553",2014,"OREGON","SHARK, TOPE",497,0,"Pacific Coast"
"2554",2014,"PROCESS AT SEA","SHARK, BLUE",543,0,"PROCESS AT SEA"
"2555",2014,"PROCESS AT SEA","SHARK, DOGFISH, SPINY",51169,0,"PROCESS AT SEA"
"2556",2014,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",15519,5387,"New England"
"2557",2014,"RHODE ISLAND","SHARK, DOGFISH, SPINY",689445,112971,"New England"
"2558",2014,"RHODE ISLAND","SHARK, MAKO, SHORTFIN",3212,7709,"New England"
"2559",2014,"SOUTH CAROLINA","SHARK, BLACKNOSE",833,1100,"South Atlantic"
"2560",2014,"SOUTH CAROLINA","SHARK, BLACKTIP",19568,24851,"South Atlantic"
"2561",2014,"SOUTH CAROLINA","SHARK, BULL",2056,3084,"South Atlantic"
"2562",2014,"SOUTH CAROLINA","SHARK, FINETOOTH",2436,3825,"South Atlantic"
"2563",2014,"SOUTH CAROLINA","SHARK, LEMON",1689,2990,"South Atlantic"
"2564",2014,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",9158,17309,"South Atlantic"
"2565",2014,"SOUTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",10998,19576,"South Atlantic"
"2566",2014,"SOUTH CAROLINA","SHARK, TIGER",2377,5111,"South Atlantic"
"2567",2014,"VIRGINIA","SHARK, BLACKTIP",82,58,"Middle Atlantic"
"2568",2014,"VIRGINIA","SHARK, DOGFISH, SMOOTH",194100,137463,"Middle Atlantic"
"2569",2014,"VIRGINIA","SHARK, DOGFISH, SPINY",2694821,432037,"Middle Atlantic"
"2570",2014,"VIRGINIA","SHARK, MAKO, SHORTFIN",4502,10715,"Middle Atlantic"
"2571",2014,"VIRGINIA","SHARK, THRESHER",3942,2641,"Middle Atlantic"
"2572",2014,"WASHINGTON","SHARK, DOGFISH, SPINY",323457,114401,"Pacific Coast"
"2573",2014,"WASHINGTON","SHARK, TOPE",280,0,"Pacific Coast"
"2574",2015,"CALIFORNIA","SHARK, DOGFISH, SPINY",9520,2934,"Pacific Coast"
"2575",2015,"CALIFORNIA","SHARK, LEOPARD",9316,10745,"Pacific Coast"
"2576",2015,"CALIFORNIA","SHARK, MAKO, SHORTFIN",44379,41288,"Pacific Coast"
"2577",2015,"CALIFORNIA","SHARK, PACIFIC ANGEL",30245,22742,"Pacific Coast"
"2578",2015,"CALIFORNIA","SHARK, THRESHER",126524,93576,"Pacific Coast"
"2579",2015,"CALIFORNIA","SHARK, THRESHER, BIGEYE",2492,2178,"Pacific Coast"
"2580",2015,"CALIFORNIA","SHARK, TOPE",6355,6247,"Pacific Coast"
"2581",2015,"CONNECTICUT","SHARK, DOGFISH, SMOOTH",28872,15412,"New England"
"2582",2015,"CONNECTICUT","SHARK, DOGFISH, SPINY",34400,4053,"New England"
"2583",2015,"DELAWARE","SHARK, DOGFISH, SPINY",76,13,"Middle Atlantic"
"2584",2015,"FLORIDA-EAST","SHARK, BLACKNOSE",60374,43890,"South Atlantic"
"2585",2015,"FLORIDA-EAST","SHARK, BLACKTIP",204806,123502,"South Atlantic"
"2586",2015,"FLORIDA-EAST","SHARK, BONNETHEAD",6710,4404,"South Atlantic"
"2587",2015,"FLORIDA-EAST","SHARK, BULL",37228,17825,"South Atlantic"
"2588",2015,"FLORIDA-EAST","SHARK, FINETOOTH",8454,6716,"South Atlantic"
"2589",2015,"FLORIDA-EAST","SHARK, HAMMERHEAD, GREAT",28345,5411,"South Atlantic"
"2590",2015,"FLORIDA-EAST","SHARK, LEMON",20758,8910,"South Atlantic"
"2591",2015,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",13001,18383,"South Atlantic"
"2592",2015,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",127917,103871,"South Atlantic"
"2593",2015,"FLORIDA-EAST","SHARK, SPINNER",4893,2878,"South Atlantic"
"2594",2015,"FLORIDA-EAST","SHARK, TIGER",24076,11641,"South Atlantic"
"2595",2015,"FLORIDA-WEST","SHARK, BLACKTIP",19042,11883,"South Atlantic"
"2596",2015,"FLORIDA-WEST","SHARK, BONNETHEAD",155,9052,"South Atlantic"
"2597",2015,"FLORIDA-WEST","SHARK, HAMMERHEAD, SCALLOPED",7165,3815,"South Atlantic"
"2598",2015,"FLORIDA-WEST","SHARK, LEMON",14162,7002,"South Atlantic"
"2599",2015,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",5295,7099,"South Atlantic"
"2600",2015,"HAWAII","SHARK, MAKO, SHORTFIN",93870,92922,"Hawaii"
"2601",2015,"MAINE","SHARK, DOGFISH, SPINY",20454,3598,"New England"
"2602",2015,"MARYLAND","SHARK, DOGFISH, SMOOTH",95598,35730,"Middle Atlantic"
"2603",2015,"MARYLAND","SHARK, DOGFISH, SPINY",1152384,182815,"Middle Atlantic"
"2604",2015,"MARYLAND","SHARK, MAKO, SHORTFIN",10634,8945,"Middle Atlantic"
"2605",2015,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",7855050,1459588,"New England"
"2606",2015,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",665358,298399,"Middle Atlantic"
"2607",2015,"NEW JERSEY","SHARK, DOGFISH, SPINY",1910055,295041,"Middle Atlantic"
"2608",2015,"NEW JERSEY","SHARK, MAKO, SHORTFIN",16684,20838,"Middle Atlantic"
"2609",2015,"NEW JERSEY","SHARK, THRESHER",23573,17382,"Middle Atlantic"
"2610",2015,"NEW YORK","SHARK, DOGFISH, SMOOTH",247784,129265,"Great Lakes"
"2611",2015,"NEW YORK","SHARK, DOGFISH, SPINY",29836,12310,"Great Lakes"
"2612",2015,"NEW YORK","SHARK, MAKO, SHORTFIN",8963,15263,"Great Lakes"
"2613",2015,"NORTH CAROLINA","SHARK, BLACKNOSE",2740,1014,"South Atlantic"
"2614",2015,"NORTH CAROLINA","SHARK, BLACKTIP",51905,27507,"South Atlantic"
"2615",2015,"NORTH CAROLINA","SHARK, BONNETHEAD",1461,451,"South Atlantic"
"2616",2015,"NORTH CAROLINA","SHARK, BULL",2255,1043,"South Atlantic"
"2617",2015,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",178878,83416,"South Atlantic"
"2618",2015,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",4247213,552548,"South Atlantic"
"2619",2015,"NORTH CAROLINA","SHARK, FINETOOTH",1981,683,"South Atlantic"
"2620",2015,"NORTH CAROLINA","SHARK, HAMMERHEAD, GREAT",20122,4085,"South Atlantic"
"2621",2015,"NORTH CAROLINA","SHARK, HAMMERHEAD, SCALLOPED",7081,1558,"South Atlantic"
"2622",2015,"NORTH CAROLINA","SHARK, HAMMERHEAD, SMOOTH",31,9,"South Atlantic"
"2623",2015,"NORTH CAROLINA","SHARK, LEMON",221,146,"South Atlantic"
"2624",2015,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",73954,116127,"South Atlantic"
"2625",2015,"NORTH CAROLINA","SHARK, SANDBAR",33122,19511,"South Atlantic"
"2626",2015,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",271298,140719,"South Atlantic"
"2627",2015,"NORTH CAROLINA","SHARK, SPINNER",35352,15582,"South Atlantic"
"2628",2015,"NORTH CAROLINA","SHARK, THRESHER",48993,29485,"South Atlantic"
"2629",2015,"NORTH CAROLINA","SHARK, TIGER",7561,2609,"South Atlantic"
"2630",2015,"OREGON","SHARK, BLUE",1119,84,"Pacific Coast"
"2631",2015,"OREGON","SHARK, BROWN CAT",16980,0,"Pacific Coast"
"2632",2015,"OREGON","SHARK, DOGFISH, SPINY",170291,247,"Pacific Coast"
"2633",2015,"OREGON","SHARK, TOPE",136,0,"Pacific Coast"
"2634",2015,"PROCESS AT SEA","SHARK, DOGFISH, SPINY",18709,0,"PROCESS AT SEA"
"2635",2015,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",13127,4119,"New England"
"2636",2015,"RHODE ISLAND","SHARK, DOGFISH, SPINY",534357,77351,"New England"
"2637",2015,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",6822,10257,"South Atlantic"
"2638",2015,"VIRGINIA","SHARK, DOGFISH, SMOOTH",77889,28125,"Middle Atlantic"
"2639",2015,"VIRGINIA","SHARK, DOGFISH, SPINY",3411300,541596,"Middle Atlantic"
"2640",2015,"VIRGINIA","SHARK, MAKO, SHORTFIN",3158,4053,"Middle Atlantic"
"2641",2015,"WASHINGTON","SHARK, DOGFISH, SPINY",683939,146917,"Pacific Coast"
"2642",2016,"CALIFORNIA","SHARK, DOGFISH, SPINY",1346,438,"Pacific Coast"
"2643",2016,"CALIFORNIA","SHARK, LEOPARD",12406,11222,"Pacific Coast"
"2644",2016,"CALIFORNIA","SHARK, MAKO, SHORTFIN",65539,55298,"Pacific Coast"
"2645",2016,"CALIFORNIA","SHARK, PACIFIC ANGEL",41338,29570,"Pacific Coast"
"2646",2016,"CALIFORNIA","SHARK, THRESHER",108974,87167,"Pacific Coast"
"2647",2016,"CALIFORNIA","SHARK, THRESHER, BIGEYE",3031,2616,"Pacific Coast"
"2648",2016,"CALIFORNIA","SHARK, TOPE",10816,10069,"Pacific Coast"
"2649",2016,"CONNECTICUT","SHARK, DOGFISH, SMOOTH",11263,5736,"New England"
"2650",2016,"CONNECTICUT","SHARK, DOGFISH, SPINY",32728,4383,"New England"
"2651",2016,"FLORIDA-EAST","SHARK, BLACKTIP",186137,107284,"South Atlantic"
"2652",2016,"FLORIDA-EAST","SHARK, BONNETHEAD",630,795,"South Atlantic"
"2653",2016,"FLORIDA-EAST","SHARK, BULL",24074,11931,"South Atlantic"
"2654",2016,"FLORIDA-EAST","SHARK, FINETOOTH",1372,1003,"South Atlantic"
"2655",2016,"FLORIDA-EAST","SHARK, HAMMERHEAD, SCALLOPED",1416,515,"South Atlantic"
"2656",2016,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",17755,23786,"South Atlantic"
"2657",2016,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",6895,5363,"South Atlantic"
"2658",2016,"FLORIDA-EAST","SHARK, SILKY",620,358,"South Atlantic"
"2659",2016,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",4055,6972,"South Atlantic"
"2660",2016,"HAWAII","SHARK, MAKO, SHORTFIN",113287,81244,"Hawaii"
"2661",2016,"MARYLAND","SHARK, DOGFISH, SMOOTH",32733,17827,"Middle Atlantic"
"2662",2016,"MARYLAND","SHARK, DOGFISH, SPINY",1570302,275527,"Middle Atlantic"
"2663",2016,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",14392489,3482590,"New England"
"2664",2016,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",533502,261348,"Middle Atlantic"
"2665",2016,"NEW JERSEY","SHARK, DOGFISH, SPINY",3607489,621244,"Middle Atlantic"
"2666",2016,"NEW JERSEY","SHARK, MAKO, SHORTFIN",16059,25348,"Middle Atlantic"
"2667",2016,"NEW JERSEY","SHARK, THRESHER",22015,17740,"Middle Atlantic"
"2668",2016,"NEW YORK","SHARK, DOGFISH, SMOOTH",207797,112008,"Great Lakes"
"2669",2016,"NEW YORK","SHARK, DOGFISH, SPINY",39064,21680,"Great Lakes"
"2670",2016,"NEW YORK","SHARK, THRESHER",3011,3238,"Great Lakes"
"2671",2016,"NORTH CAROLINA","SHARK, BLACKNOSE",828,483,"South Atlantic"
"2672",2016,"NORTH CAROLINA","SHARK, BLACKTIP",71037,33706,"South Atlantic"
"2673",2016,"NORTH CAROLINA","SHARK, BONNETHEAD",1560,525,"South Atlantic"
"2674",2016,"NORTH CAROLINA","SHARK, BULL",5839,2165,"South Atlantic"
"2675",2016,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",127286,70795,"South Atlantic"
"2676",2016,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",2271201,227120,"South Atlantic"
"2677",2016,"NORTH CAROLINA","SHARK, FINETOOTH",3768,2105,"South Atlantic"
"2678",2016,"NORTH CAROLINA","SHARK, HAMMERHEAD, GREAT",26145,7418,"South Atlantic"
"2679",2016,"NORTH CAROLINA","SHARK, HAMMERHEAD, SCALLOPED",15504,2537,"South Atlantic"
"2680",2016,"NORTH CAROLINA","SHARK, HAMMERHEAD, SMOOTH",174,13,"South Atlantic"
"2681",2016,"NORTH CAROLINA","SHARK, LEMON",1255,434,"South Atlantic"
"2682",2016,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",80693,124430,"South Atlantic"
"2683",2016,"NORTH CAROLINA","SHARK, SANDBAR",39661,15984,"South Atlantic"
"2684",2016,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",228178,141209,"South Atlantic"
"2685",2016,"NORTH CAROLINA","SHARK, SPINNER",68900,29326,"South Atlantic"
"2686",2016,"NORTH CAROLINA","SHARK, THRESHER",68851,36809,"South Atlantic"
"2687",2016,"NORTH CAROLINA","SHARK, TIGER",6815,1796,"South Atlantic"
"2688",2016,"OREGON","SHARK, BLUE",155,0,"Pacific Coast"
"2689",2016,"OREGON","SHARK, BROWN CAT",11775,0,"Pacific Coast"
"2690",2016,"OREGON","SHARK, DOGFISH, SPINY",210108,91,"Pacific Coast"
"2691",2016,"OREGON","SHARK, MAKO, SHORTFIN",652,1064,"Pacific Coast"
"2692",2016,"OREGON","SHARK, TOPE",518,0,"Pacific Coast"
"2693",2016,"PROCESS AT SEA","SHARK, BLUE",75,0,"PROCESS AT SEA"
"2694",2016,"PROCESS AT SEA","SHARK, DOGFISH, SPINY",186481,0,"PROCESS AT SEA"
"2695",2016,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",33711,10482,"New England"
"2696",2016,"RHODE ISLAND","SHARK, DOGFISH, SPINY",670682,112971,"New England"
"2697",2016,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",16681,26094,"South Atlantic"
"2698",2016,"SOUTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",3885,6693,"South Atlantic"
"2699",2016,"VIRGINIA","SHARK, DOGFISH, SMOOTH",54986,44476,"Middle Atlantic"
"2700",2016,"VIRGINIA","SHARK, DOGFISH, SPINY",3793994,611044,"Middle Atlantic"
"2701",2016,"VIRGINIA","SHARK, MAKO, SHORTFIN",4266,5383,"Middle Atlantic"
"2702",2016,"WASHINGTON","SHARK, DOGFISH, SPINY",505578,125263,"Pacific Coast"
"2703",2017,"ALABAMA","SHARK, BULL",30266,12172,"Gulf"
"2704",2017,"ALABAMA","SHARK, SHARPNOSE, ATLANTIC",122836,58749,"Gulf"
"2705",2017,"ALASKA","SHARK, DOGFISH, SPINY",68972,1118,"Alaska"
"2706",2017,"CALIFORNIA","SHARK, DOGFISH, SPINY",4698,986,"Pacific Coast"
"2707",2017,"CALIFORNIA","SHARK, LEOPARD",9719,7916,"Pacific Coast"
"2708",2017,"CALIFORNIA","SHARK, MAKO, SHORTFIN",83984,69905,"Pacific Coast"
"2709",2017,"CALIFORNIA","SHARK, PACIFIC ANGEL",42052,31244,"Pacific Coast"
